ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
AdxKsUW2mAo,30,40,"/m/02bk07,/m/04rlf","['chant', 'acoustic', 'acoustic guitar', 'ambient synth', 'female voice', 'melodic', 'mellow', 'calming', 'relaxing', 'meditation']","There is a meditative chant sung at a medium pitch by a female voice. In the background, an acoustic guitar plays a mellow tune while an ambient synth can be heard holding the bass notes of the chant. It has a peaceful atmosphere which makes it a perfect match for meditation sessions.",9,False,True
Ae8o_FMI0Xs,30,40,"/m/01hgjl,/m/01v1d8,/m/03mb9,/m/04rlf,/m/0cfdd,/m/0glt670","['dj', 'freestyle', 'old-school', 'latin house', 'electronic music', 'female vocal', 'melodic singing', 'fuzzy bass', 'electronic drums', 'dance', 'eccentric', 'hip', 'modern sounding']","This is a DJ freestyle performance with old-school and latin house influences. There is a female vocalist singing melodically with an 80s pop feel. A fuzzy synth bass is playing a groovy bass line. In the rhythmic background, there is an electronic drum beat with a 909-like sound. The atmosphere is eccentric and the sound is modern. This performance could be played at nightclubs or dance clubs.",9,False,True
AeDNy6Ff7VE,30,40,"/m/04rlf,/m/07qcpgn","['r&b', 'saxophone', 'synth', 'electronic drums', 'groovy', 'playful', 'energetic', '90s']","This is a groovy R&B piece that is used as a soundtrack for a short film. A saxophone plays the main tune while the synth provides the backing theme. Playful electronic drums are in the rhythmic background giving it a 90 feeling. The music piece could be used as a soundtrack theme for a city-themed movie.",9,False,True
AeXDtbfpQlQ,30,40,"/m/04rlf,/m/07qmpdm","['male singer', 'boomy bass drops', 'learning to spell', 'spelling made easy', 'three letter spelling', 'learning the fun way', 'medium tempo', 'educational', 'childrenâ€™s song', 'kindergarten song', 'songs for kids', 'simple', 'catchy', 'bouncy', 'impressionable', 'keyboard harmony', 'vocal backup', 'fingers snapping']","A male vocalist sings this simple melody. The song is medium tempo with steady keyboard harmony ,boomy bass drops and rhythmic finger snapping. The vocalist is spelling a word in a simple melody indicating that this song is a Childrenâ€™s Song . It is educational, simple, catchy, bouncy and  a fun way of learning to spell small words.",7,False,True
AgtY6m-b3Gk,30,40,"/m/0342h,/m/03_d0,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['jam', 'jazz', 'bossa nova', 'no singer', 'instrumental', 'electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'soft', 'sensual', 'tranquil']","This is an instrumental jazz improvisation piece with heavy bossa nova influences. There is an over-arching bossa nova syncopation not only being played by the acoustic drums in the backing track but also followed by the electric rhythm guitar and the bass guitar. The lead is a guitar solo being played by a gentle sounding electric guitar. Although there are complex chords and riffs, the general atmosphere is tranquil. This piece could be playing in the background of a restaurant. It could also be included in the soundtrack of a movie during serene scenery.",9,False,True
AiGGDpbgp6I,140,150,"/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['pop', 'e-bass', 'fingerstyle/tapping', 'medium to uptempo']","This audio contains someone playing a 8 string e-bass, fingerpicking and tapping a soothing soft melody in a higher register with some long bass notes underneath. This may be playing live.",6,False,False
Ail32Z1T4QM,30,40,"/m/04rlf,/m/0fd3y","['ambient/electro', 'experimental', 'synth sounds', 'slow tempo', 'mysterious', 'dark']","This song contains experimental synth sounds creating a dark and mystical atmosphere. This song may be playing at a festival building up tension.",6,False,True
AjLX_1rBDPM,30,40,"/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m","['carnatic music', 'live performance', 'nadaswaram playing', 'medium tempo', 'indian wind instrument', 'double reed instruments', 'emotional music', 'lyrical melody', 'ambient noise', 'amateur quality recording', 'indian classical music', 'spirited', 'passionate', 'drone harmony tones']","The song is an instrumental Indian classical tune. The song is medium tempo with two Indian double reed instruments called nadaswaram playing in a duet. The song is emotional and highly lyrical . The song is amateur quality recording and a classic Carnatic music tune.",1,False,True
AjLuenrAsbE,30,40,"/m/0155w,/m/02sgy,/m/04rlf,/m/05w3f","['bluesrock', 'e-guitars', 'e-bass', 'acoustic drums', 'slow tempo']","An acoustic drum is playing a 3/3 groove along with a bass. Two e-guitars are playing melodie while one of the e-guitars is highly distorted and takes the lead with a loud and wild melody in the higher register. This song may be playing in a bar.",6,False,True
AjjQqd0eLzw,30,40,"/m/04rlf,/m/07kc_","['cinematic', 'experimental', 'skurrile pad/whale singing sound', 'amateur recording']","Someone is playing an instrument sounding like a bowl/pad/whale singing in a metallic tone with a long sustain and shifting in pitch. This song may be playing in a horror-movie scene. This is an amateur recording.",6,False,True
AkHaDKuiE_s,60,70,"/m/0239kh,/m/026t6,/m/03t3fj,/m/06rvn,/m/0l14md","['percussion', 'rhythm', 'instrumental', 'acoustic latin drums', 'timbale', 'cowbell', 'energetic', 'latin dance']","This is an instrumental percussion piece. There is an acoustic latin drum kit composed of the cowbells and the timbales. The drummer is playing an energetic solo on this kit. This piece could be playing in the background at a drum shop.",9,False,False
AkbCw7oVkw0,30,40,"/m/04rlf,/t/dd00034","['electric guitar chords', 'passionate reverberant male vocal', 'emotional', 'passionate', 'sad', 'indie']","The Indie song features a reverberant male vocal passionately singing over electric guitar chords. It sounds emotional, sad and passionate - like something you would listen to while feeling down.",4,False,False
Akg1n9IWSrw,0,10,"/m/01qbl,/m/026t6,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['cinematic', 'comedic', 'acoustic drums', 'male voices speaking', 'medium tempo']","This audio contains a big wind sound before an acoustic drum starts playing a pattern on the toms with an opening and closing hihat. Then a male voice starts speaking at a higher pitch. Other male voices seem to respond to him. This song may be playing in the background for a movie skit.",6,False,False
Aky0DF507fw,170,180,"/m/02bxd,/m/04rlf","['jam', 'no singer', 'instrumental', 'live performance', 'single instrument', 'didgeridoo', 'low-to-medium range', 'unique', 'eccentric', 'tribal']","This is a didgeridoo jam piece. The didgeridoo is playing tunes at a pitch varying from low to medium. There is a tribal sound to this recording. It could be used in the soundtrack of a movie/TV series with a jungle/primitive setting. It could also be sampled to be used in beat-making.",9,False,True
AlVr7-ntuqw,30,40,"/m/01kcd,/m/07c6l","['jazz song', 'trombone', 'piano', 'no percussion', 'no voice', 'instrumental', 'minimal instruments', 'moderate tempo', 'repetitive melody', 'uplifting mood']","This jazz song is an instrumental song featuring a trombone playing the main melody. The trombone is accompanied by a piano playing chords using jazz rhythms. The tone changes at the end to an uplifting mood. There is no percussion in this song. This song can be used in a highway driving scene in a movie.",0,False,False
Al_OdIuqoe0,30,40,"/m/0155w,/m/04rlf","['afrobeat', 'live performance', 'male voice', 'electric guitar', 'bass guitar', 'keyboard', 'saxophone', 'acoustic drums', 'percussion', 'vibrant', 'colorful', 'playful']","This is the live performance of an afrobeat music piece. There is a male voice singing occasionally. The melody is being played by a wide variety of instruments such as the electric guitar, the keyboard and the bass guitar. There is a saxophone playing a solo. In the rhythmic background, there is an acoustic drum beat in the style of afrobeat. It is joined by percussive elements. There is a vibrant atmosphere in this recording. This piece could be playing in the background of a West African cuisine restaurant.",9,False,True
AmAThmRphk0,30,40,"/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/m/0gg8l","['jazz', 'passionate solo acoustic guitar melody', 'acoustic rhythm guitar chords', 'simple double bass', 'smooth', 'elegant']","The Jazz song features a passionate solo acoustic guitar melody and acoustic rhythm guitar chords, followed by simple double bass. It sounds smooth and elegant, something you would hear in fancy restaurants or good jazz clubs.",4,False,True
An-4jPvUT14,60,70,"/m/04rlf,/m/06_fw","['male singer', 'backup singers', 'vocal harmony', 'roller skate wheel noises', 'squeaky wheel noise', 'medium tempo', 'groovy rhythm', 'hip hop music', 'slick drumming rhythm', 'groovy bass line', 'keyboard harmony', 'emotional', 'pain', 'story telling', 'groovy rhythm', 'ambient street noises', 'roller sakte wheel squeaking tones']","A male singer sings this hip hop song with backup singers in vocal harmony. The song is medium tempo with slick drumming rhythm, groovy bass line, and keyboard harmony. The song is story telling and emotional in nature. The song has poor audio quality with ambient noises like squeaking wheel tones.",1,False,True
AnErEDywInE,30,40,"/m/015lz1,/m/04rlf,/m/05lls,/m/0ggq0m","['opera', 'string section', 'harp', 'brass section', 'upright bass', 'male voice', 'mid-range singing', 'medium to uptempo']","This song contains a brass section playing a melody and a string section taking over with a melody. A harp is playing a melody in the background along with plucked celli. An upright bass is playing single notes along. A male voice is singing loud and with an opera technique. This song may be playing while watching an opera.",6,False,True
AnMR6SOBa9k,30,40,"/m/01lyv,/m/04rlf,/t/dd00037","['instrumental', 'string instrument', 'slow tempo', 'spanish guitar melody', 'keyboard  harmony', 'reverb', 'surround sound', 'no vocals', 'sinister', 'spooky', 'scary', 'dangerous', 'frightening', 'intense']","This song is an instrumental. The tempo is slow with an intense spanish guitar melody, and keyboard accompaniment. The music is intense, deliberate, scary, sinister, spooky , eerie and meant to induce fear.",7,False,True
AobHGHJSd-s,190,200,"/m/015lz1,/m/02bk07,/m/04rlf,/m/0y4f8","['live performance', 'traditional middle eastern music', 'open-mouthed humming', 'vocables', 'arabic inspired', 'ethereal female vocal', 'reverb', 'ballad', 'mellow', 'percussive chime', 'acoustic guitar arpeggio']","This is a live performance of what sounds like a Middle Eastern. The female singer has a calm and soothing voice which she uses to sing vocables - or open mouthed humming. There are percussive chimes, and an acoustic guitar arpeggio which adds to the calm and soothing feel of the song.",3,True,True
ApDJYsi9UGg,30,40,"/m/03qjg,/m/085jw","['vocalisation', 'dog howling', 'harmonica accompaniment', 'loud', 'adorable', 'pleading', 'whining']","This audio clip is a harmonica melody with vocalisation.The music is dissonant with the sound of a dog howling/whining to the rhythm of the harmonica. It is sweet, entertaining and adorable.",7,False,False
AqSV_WKZxEc,30,40,"/m/025td0t,/m/02v2lh,/m/04rlf,/m/0fd3y","['movie soundtrack', 'instrumental music', 'hissing tones', 'new hope', 'fight to the end', 'a warriorâ€™s end', 'emotional', 'poignant', 'slow tempo', 'bad audio quality', 'hissing tones', 'piano playing lead', 'string synth accompaniment', 'lilting music', 'sentimental', 'sad', 'suspense', 'ominous', 'wondrous journey']","The song is an instrumental. The tempo is slow with a string section harmony with sweeping lines of music, piano playing poignantly and emotional chord changes. The song is a movie soundtrack that has an air of suspense and hope. The song audio quality is very poor with hissing tones.",1,False,False
Arqvnp6yUCg,30,40,"/m/011k_j,/m/04rlf","['orchestral', 'timpanis', 'gong', 'uptempo']","This composition contains a lot of lower pitched percussive sounds. Timpanis are playing rolls that are getting louder at the peak a gong is played loudly. This song may be playing at a live concert.",6,False,True
AsR5us-IS00,30,40,"/m/03lty,/m/04rlf,/t/dd00035","['nu-metal', 'alternative', 'live performance', 'male vocal', 'scream', 'distorted electric guitar', 'bass guitar', 'electronic elements', 'acoustic drums', 'energetic', 'aggressive', 'chaotic', 'violent']","This is the live recording of an alternative metal piece. There is a male vocal screaming every now and then. There is a heavy use of electronic elements which makes up for the majority of the melodic structure. There is a distorted electric guitar and a bass guitar playing. The rhythmic background consists of an aggressive acoustic metal drum playing in synchrony with the electronic elements. The atmosphere is energetic and violent. This piece could be playing in the background at a metal bar.",9,False,True
AtJ2RXQ98kY,30,40,"/m/0155w,/m/026z9,/m/04rlf,/m/09x0r","['male singer', 'backup singers', 'asian pop hits', 'bleeding  crowd noise', 'rapping vocals', 'vocal harmony', 'exciting', 'enthusiastic', 'groovy drumming rhythm', 'percussive bass line', 'piano accompaniment', 'guitar rhythm', 'people talking ambient sounds', 'energetic', 'youthful', 'pop hits', 'aisi an pop']","A male singer sings this cool melody with backup singers in vocal harmony. The tempo is medium with a groovy drumming rhythm, guitar accompaniment, piano accompaniment, percussive bass line and ambient crowd noises. The song is a modern Asian pop song.",1,False,False
AtWf5OAE8aM,30,40,"/m/01kcd,/m/07c6l","['lead trombone melody', 'triangle', 'swing pattern', 'medium tempo', 'cheesy organ', 'jazzy', 'quirky', 'cheeky']","Quirky, cheeky, jazzy music featuring a lead trombone melody, a triangle playing a swing pattern, a cheesy organ and a medium tempo.",8,False,False
AuG9i5cwGW0,230,240,"/m/05rwpb","['alternative/indie', 'harmonizing male vocals', 'groovy bass', 'punchy snare', 'punchy kick', 'synth lead melody', 'straight piano chords', 'arpeggiated synth melody', 'groovy', 'addictive']","The Alternative/indie song features harmonizing male vocals singing over groovy bass, punchy kick and snare hits, straight piano chords, synth lead melody and arpeggiated synth melody. It sounds groovy and addictive - like something you would hear in clubs during the 80s.",4,False,False
AuZNuyR2OJs,30,40,"/m/04rlf,/m/07qn4z3","['instrumental', 'medium fast tempo', 'poor audio quality', 'muffled sounds', 'electronic music', 'digital drum', 'synthesiser arrangement', 'outdoor', 'ambient naturesounds', 'windy', 'breezy', 'rustling']","This music is an Electronic instrumental. The tempo is medium with synthesiser articulation and drum machine arrangement. The music is muffled as the audio is of poor quality and the recording is done outdoors. There are ambient nature sounds in the background like the wind and some rustling.",7,False,True
AuvFmMpgj70,30,40,"/m/02bxd,/m/04rlf","['jam', 'no singer', 'instrumental', 'single instrument', 'didgeridoo', 'didgeridoo solo', 'wide range', 'resonant', 'aboriginal', 'unique']","This is an instrumental jam recording. The only instrument being played is a didgeridoo. A solo is being played on this instrument with a wide variety of frequencies. There is a resonant sound. The atmosphere is unique. Samples could be lifted from this recording to use in beats.",9,False,True
AuwwPMrH5sE,170,180,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pt_g0,/m/0fx80y","['cover', 'pop punk', 'pop rock', 'electric guitar', 'simple riff', 'male vocal', 'high pitch singing']","This is the electric guitar cover of a pop punk/pop rock music piece. There is an electric guitar playing a simple riff. In the backing track, a male vocalist is singing melodically at a high range.",9,False,False
Aw2ctwyhe28,120,130,"/m/04rlf,/m/06rqw","['pop', 'acoustic guitar', 'e-guitar', 'e-bass', 'acoustic drums', 'male voice singing', 'mid-range', 'male backing vocals', 'medium tempo', 'funky']","This song contains acoustic drums with a fat kick drum and a funky bassline. The acoustic guitar is strumming chords in the background being panned to the left side of the speaker while a e-guitar panned to the right side of the speaker is playing the lead melody strumming chords with a wah-wah pedal. A male backing voice is singing the same melody in a loop. The male lead voice is singing over the backing vocals. This song may be playing on a road trip.",6,False,False
AwcuLXAPFDs,30,40,"/m/02lkt,/m/03_d0,/m/04rlf,/m/07s72n","['dubstep/jazz', 'digital drums', 'synth stabs', 'synth arpeggios', 'uptempo']","This song contains a complex digital drum groove with a loud snare sound and fast sharp hihats. A synth stab sound is running through a fast arpeggiator. A lower arpeggiated synth sound is provided by the bassline along with a sub bass panning to both sides of the speakers. This song is full of electronic effects and noises. This song may be playing in an arcade video-game.",6,False,False
AzWIKyRnhG8,30,40,"/m/015vgc,/m/01c194,/m/04rlf","['male vocalist', 'slow', 'pensive', 'contemplative', 'reflective', 'devotional', 'reverence', 'tempo', 'ethereal', 'celestial', 'indian morning prayer', 'hindu prayer', 'festivals', 'indian festival', 'hindu festivals', 'mantras', 'atmospheric synthesiser', 'auto tune', 'electronic instrumentation', 'chant', 'indian classical', 'worship', 'devotion', 'sanskrit', 'sanskrit chant', 'ambient', 'meditative', 'prayerful', 'chimes', 'surround sound', 'keyboard hamony', 'puja']","A male vocalist sings this gentle Puja song. The tempo is slow with atmospheric synthesiser, chimes, keyboard harmony and electronic arrangements to give an intense, ethereal, celestial vibe. The song is a Sanskrit chant, melodious prayer, and devotion song. It is soothing, calming, meditative, prayerful, reflective and pensive.",7,True,True
AzhfZ8rNhRk,30,40,"/m/01y3hg,/m/04rlf,/m/07pp_mv,/m/0c3f7m","['fire alarm', 'noise', 'rock music', 'electric guitar', 'drums']","This is the noise of a fire alarm with rock music faintly playing in the background. The rock music piece has a shouting vocal, electric guitar and drums. The fire alarm makes a very disturbing sound.",9,False,True
B00nfVc4FPI,30,40,"/m/028ght,/m/04rlf","['female vocalist', 'fast tempo', 'country song', 'live audience', 'stage performance', 'clapping', 'cheering', 'applause', 'hooting', 'country music', 'regional folk', 'fiddle', 'resonator', 'banjo', 'mandolin', 'infectious drumming', 'funky bass', 'keyboard rhythm', 'spirited', 'lively', 'energetic', 'upbeat', 'happy', 'infectious engaging', 'live performance', 'gig']","A female vocalist sings this upbeat country song. The tempo is fast with enthusiastic fiddle, banjo, resonator, mandolin and dobro accompaniment, tambourine beats, keyboard harmony, bright drumming and groovy bass lines. There is sound of clapping, cheering, people talking, party horns and hooting superimposed on the song, indicating that this is a live performance. The song is a spirited, lively,happy, punchy and buoyant Country Song.",7,True,True
B1beLwV4yzw,30,40,"/m/03lty,/m/04rlf,/m/05rwpb,/m/064t9,/m/07qjznl,/m/0dl5d","['rock music', 'thai', 'female vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'normal tempo', 'sound effects', 'energetic']","This is a rock music piece. It starts with a clock. There is a female vocalist singing melodically in the Thai language. The overdriven electric guitar is strumming the chords of the main tune while the bass guitar is supporting it in the background. The acoustic drum is playing a simple but powerful beat. The general atmosphere is energetic. The piece can be used as a soundtrack in a coming-of-age drama taking place in Thailand.",9,True,True
B1ixRtiUJ-U,30,40,"/m/01xqw,/m/02fsn,/m/0l14_3","['cello suite', 'cello', 'cellist', 'home video', 'emotional', 'passionate', 'romantic', 'nostalgic', 'instrumental music', 'medium tempo', 'bad audio quality', 'western classical music', 'bach', 'practice session', 'live recording', 'exciting', 'low pitched notes', 'strings', 'soundboard', 'fingering technique', 'bow', 'studio session', 'great composers', 'soloist']","The song is an instrumental. The tempo is medium with a cellist playing a JS Bach tune with exemplary skill in a rehearsal session. The song has bad audio quality. The song is a western classical music tune.",1,False,False
B1vY7kxQ9Xg,0,10,"/m/02lkt,/m/04rlf,/m/07gxw","['filtered echoing male vocal', 'addictive synth lead melody', 'exciting', 'fun', 'happy', 'riser', 'repetitive high pitched vocal', 'male chants', 'pulsating synth bass', 'kick impact', 'electro']","The electro song features a filtered echoing male vocal speaking over layered riser and kick impact, after which there is a repetitive high pitched vocal, male chants, pulsating synth bass and addictive synth lead melody. It sounds exciting, happy and fun - like something you were listening to when you were younger.",4,False,True
B1va1NqaA4o,30,40,"/m/04rlf,/m/06bxc,/m/06cqb,/m/0glt670,/t/dd00032","['rap song', 'foreign language', 'male voice', 'quirky sounds', 'programmed percussion', 'moderate tempo', 'simple bass', 'repetitive plucked synth lick']","This rap song features a male voice rapping in a foreign language. This is accompanied by programmed percussion playing a simple beat. The bass plays the root note of the chord in sets of 3 strokes. The same note is played through the song in sets of three. A repetitive plucked synth sound is played in loop. Quirky sounds are heard in the background. This song has a defiant mood. This song can be played in a gangster movie.",0,False,True
B2yLFcmZ51I,100,110,"/m/026z9","['female singer', 'backup singers', 'vocal harmony', 'techno dance music', 'electronic dance music', 'percussive bass line', 'percussive hits', 'keyboard accompaniment', 'exciting', 'dj', 'party night', 'dance with you', 'careless nights', 'exciting', 'enthusiastic', 'groovy', 'passionate', 'romantic', 'ibiza nights', 'tropical beach party', 'sundowner', 'fast percussion rhyme', 'fast tempo']","A female singer sings this cool melody with backup singers in vocal harmony. The song is fast tempo with a percussive bass line, steady drumming with various percussion hits, keyboard harmony and other sonic effects. The song is groovy and exciting. The song is a modern techno dance hit.",1,False,False
B3WaJ_3M0vw,30,40,"/m/04rlf,/m/064t9,/m/07s12q4","['sound of footsteps', 'sound of pealing', 'squishy sound', 'hard rock', 'electric guitar power chord strumming', 'muffled male voice', 'desperate male voice']","This clip features a combination of different parts. There are footsteps outdoors, the sound of peeling or squishiness, a muffled voice and rock music at the end. The rock music is hard rock music which features a grungy electric guitar and some simple punchy drumming.",3,False,False
B3lq6U4PDZo,30,40,"/m/04rlf,/m/07kc_","['theremin song', 'instrumental', 'bells', 'chiming sounds', 'vibrato', 'no voices', 'no percussion', 'spooky feel']","This instrumental song features a melody played using bells. There are chiming sounds played in the background like clockwork. A theremin plays a vibrato note. There is no percussion in this song.  This song has a spooky theme and can be used in a children's scary movie. There is a lot of white noise that can be heard in this low quality recording. There are no voices in this song.",0,False,True
B3q2wHpzhoM,110,120,"/m/04rlf,/t/dd00037","['cinematic', 'amateur recording', 'tencion', 'dark', 'strings', 'atmospherical sounds', 'slow tempo']","This composition contains a string section playing a rising and dissonant chord along with strings playing short notes. In the background you can hear atmospheric noises. This song may be playing in a scary movie scene.",6,False,True
B41tuPoJ61c,30,40,"/m/04rlf,/m/07lnk,/m/07s72n,/m/08cyft,/m/0glt670,/m/0m0jc","['dubstep', 'dark', 'digital drums', 'synth saw sound', 'sub bass', 'slow to medium tempo']","A digital drum beat repeats the same pattern with a strong and reverbed snare sound. An aggressive low to mid range sound is playing a melody underlined by a sub bass. On top of that a synth lead sound is playing a melody in the higher register that repeats itself the whole time. This song may be playing in an action video-game.",6,False,True
B496Qv0CuOQ,30,40,"/m/04rlf,/m/07qsvvw","['instrumental', 'electro pop', 'fast tempo', 'pop hits', 'retro pop', 'edm', 'dance music', 'club music', 'workout music', 'vocalisation', 'perky', 'energetic', 'catchy', 'upbeat', 'synthesiser arrangement', 'tambourine beats', 'infectious drumming', 'auto tuned voices', 'keyboard harmony']","This song is a Retro electronic instrumental. The tempo is fast with electronically arranged music, slick drumming, bright amplified keyboard harmony, tambourine beats,synthesiser arrangements and male and female vocalisation. The song is youthful, groovy,vibrant, upbeat, passionate, catchy and punchy. This song is a Retro EDM.",7,False,True
B4KIQtk7fT4,230,240,"/m/01wy6,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14qv","['jam', 'no singer', 'instrumental', 'single instrument', 'bass guitar', 'synth pedal', 'shifting sound', 'eccentric']","This is a gear showcase jam. The bass guitar is playing a random tune while it is connected to a synth pedal that constantly changes the characteristics of its sound. The piece starts out with a fat and wobbly sound and then later turns into a crisp synth sound. These sounds could be sampled for use in beat-making. It could also work well in the soundtrack of an outer space video game.",9,False,False
B4lGhVjoMTk,210,220,"/m/0l14t7","['gongs', 'meditation', 'natural therapy', 'slow tempo', 'deep healing', 'concentration', 'no other instrumentation', 'instrumental solo', 'instrumental', 'sound therapy', 'bell ringing tones', 'self healing', 'healing chakras', 'man narrating', 'slow tempo', 'vibrations', 'overtones', 'meditation', 'devotional']","The soundtrack has a bell ringing producing several overtones and a man speaking the benefits of the therapy. The music produced is healing in nature and helps in the overall well-being. The sound quality is pretty average. The tempo is slow.",1,False,False
B5XTBvnpwqU,20,30,"/m/04rlf,/m/06j64v","['crackling sound', 'middle eastern music', 'middle eastern flute', 'elderly middle eastern man singing']","We hear a vintage middle eastern traditional song. The instrument is an old flute, and we have an elderly man singing. There's a crackling sound throughout the  recording.",3,False,False
B7V_grbxflg,30,40,"/m/0145m,/m/0164x2,/m/04rlf,/m/06cqb,/m/06j6l,/m/0glt670","['soul', 'e-guitar', 'keys', 'synthesizer', 'e-bass', 'female voice singing', 'acoustic drums', 'sensual', 'erotic', 'medium tempo']","This song sounds sensual, slightly erotic. The female voice is singing in the mid range and with delay and reverb on her voice. The bass is playing long notes with little changes. The drums are playing a rather complex groove. An e-guitar is playing single notes contributing to the rhythm while another guitar is playing an almost looped melody on top. This guitar has some effect on it and it sounds sensual and provocative. Synthesizer hits and keys are adding more little elements that are panned to the left and right side of the speakers. This is a very rhythmic song with its harmonic elements. This song may be playing at a nightclub for adults.",6,True,True
B8pesuUc8Ek,30,40,"/m/015lz1,/m/01lyv,/m/04rlf,/m/07brj","['slow tempo', 'slow dance music', 'people dancing', 'couples dancing', 'dance hall', 'dance floor', 'ambient hall noise', 'poor audio quality', 'buzzing tones', 'high gain noise', 'male singer', 'classic pop songs', 'retro dance hits', 'country dance', 'emotional', 'romantic', 'fiddle playing', 'guitar rhythm', 'steady drumming rhythm', 'love song', 'love you much', 'booming bass line']","A male singer sings this retro pop melody. The song is medium tempo with a steady drumming rhythm, steady bass line, guitar accompaniment, and fiddler playing. The song is romantic and slow dance-like. The audio quality is very poor.",1,True,True
B90BOtSOD2Q,410,420,"/m/015lz1,/m/04rlf,/t/dd00004,/t/dd00126","['female singer', 'blues music', 'live audience', 'romantic', 'hissing ambient sound', 'madly in love', 'love song', 'passionate', 'ambient crowd noise', 'guitar playing', 'singer talking', 'song introduction', 'blues turnaround', 'fret noise', 'pop song', 'pop super hits', 'pop diva', 'poor audio quality', 'guitar notes playing', 'live performance', 'lilting vocals', 'soul singer', 'soul music']","A female singer sings this bluesy melody. The song is medium tempo with minimal guitar accompaniment and no other instrumentation. The song's medium tempo is very emotional and passionate. The song is a modern pop hit but with poor audio quality.",1,False,True
B9IAl-ygE2k,10,20,"/m/0140xf,/m/02mscn,/m/04rlf,/m/09x0r","['techno song', 'male voice', 'programmed percussion', 'sleigh bells', 'sliding sound', 'vinyl scratching', 'no voices instrumental']","This techno song features a male voice narrating a line. The song starts off with programmed percussion playing the kick and sleigh bells on alternate counts of the bar. A sliding sound is heard in the background like a sleigh on snow. The volume of the sliding sound increases in volume toward the end. A vinyl scratch is played two times. Toward the end, the instruments pause and a male voice narrates a line. This song can be played in a promotional video about a Christmas DJ party.",0,False,False
B9K58KYq-Cs,320,330,"/m/02v2lh,/m/04rlf,/m/09x0r","['meditation', 'ambient synth', 'female voice', 'speech', 'spanish', 'mellow', 'calm']","This is a meditation track. There is a mellow sounding ambient synth in the background. A female voice can be heard speaking gently in the Spanish language. The general atmosphere of the track is calm.",9,False,False
B9ME0Vcm_xA,190,200,"/m/02p0sh1,/m/04rlf","['alternative', 'no singer', 'instrumental', 'electric guitar', 'crackling effect', 'percussion', 'chill', 'trippy', 'medium tempo']","This is an instrumental alternative music piece. There are two electric guitars with heavy effects playing chill melodies. A distinct crackling effect can be heard. The rhythm consists of a medium tempo percussion beat. The atmosphere is trippy. This piece can be used in the soundtrack of a drama movie, especially during a flashback scene involving good memories.",9,False,False
BAUQY0e25DM,30,40,"/m/01c194,/m/04rlf","['nasheed', 'islamic', 'live performance', 'male vocal', 'hymn', 'no instrument', 'religious', 'devotional']","This is the live performance of an Islamic nasheed. There is no instrument in this piece. There is a male vocalist singing the piece in a devotional manner. This piece could be used in Islamic social media content/Islamic radio stations.",9,False,True
BBSApRvkaqY,210,220,"/m/02bxd,/m/04rlf,/m/04szw","['didgeridoo music', 'droning sound', 'deep bass sound', 'instrumental', 'tribal sound', 'no voice', 'no other instruments']","This is the sound of a didgeridoo being played. This sound alternates between a droning sound and a deep bass sound. There are no other instruments in this song. There are no voices in this song. This song can be played in a movie featuring aboriginals.",0,False,False
BBmXMoI9Qus,30,40,"/m/039jq,/m/04rlf","['ambient', 'relaxing', 'calming', 'soft metallic percussive elements', 'wide synth pad chords', 'mellow', 'soft']","The Ambient music features soft metallic percussive elements and wide synth pad chords. It sounds calming, relaxing, mellow and soft - like something you would listen to while meditating.",4,False,True
BC7dI3lQ2Cg,30,40,"/m/04rlf,/m/0xzly","['mexican song', 'repetitive melody', 'deep bass male voice', 'simple percussion', 'moderate tempo', 'shaker', 'piano']","This Mexican song features a male voice singing a repetitive melody. This is accompanied by percussion playing a simple beat. Shakers are played in the background. The bass plays a repetitive bassline. A piano plays one chord on the 'and' part of alternate counts in each bar. The song has a monotonous feel. This song is at a moderate tempo. This song can be played at a party.",0,True,True
BDH7Fx1APR8,40,50,"/m/04rlf,/t/dd00036","['punk/heavy/rock', 'acoustic drums', 'e-bass', 'e-guitars', 'male screaming /singing voice', 'medium tempo', 'energetic', 'exstatic', 'heavy']","This song has a repeating bassline that is accompanied by a highly distorted e-guitar playing along the low notes with the bass. The other strongly reverbed e-guitar is playing a long note melody against the beat of the drums that is playing loud and with a lot of open hihat. The male voice sounds loud and aggressive. He is screaming/singing in a higher pitched tone. This song may be played at a live rock festival.",6,False,True
